,Aprox,Derivative,Distancia,Tiempo
98,135.29180581914133,8.1,136.37602809210452,22.384111404418945
99,142.09509758794326,10.799999999999999,136.37602809210452,22.416849374771118
100,135.29348828408328,8.1,136.37888911791111,22.657155513763428
101,142.09338556130785,10.799999999999999,136.37602809210452,23.025123357772827
102,135.2907670901746,8.1,136.37602809210452,23.5212824344635
103,142.10191677596168,10.799999999999999,136.37888911791111,23.648178815841675
104,135.2496564802023,8.1,136.32789648812943,23.793310403823853
105,142.1428015292886,10.799999999999999,136.37888911791111,23.82523775100708
106,135.29937875045508,8.1,136.37888911791111,23.857022523880005
107,142.09315726017857,10.799999999999999,136.37888911791111,23.92047691345215
108,135.29325237867707,8.1,136.37888911791111,24.321077823638916
109,142.00688827440618,10.799999999999999,136.33347553554663,24.384753465652466
110,135.2805261690138,8.1,136.37602809210452,24.752033233642578
111,142.11224429021928,10.799999999999999,136.37888911791111,25.119884729385376
112,135.29558553894825,8.1,136.37888911791111,25.392194271087646
113,142.0912477610718,10.799999999999999,136.37602809210452,25.455986976623535
114,135.29302050396336,8.1,136.37888911791111,25.52081274986267
115,142.09386182512912,10.799999999999999,136.37602809210452,25.888731718063354
116,135.2908250806701,8.1,136.37602809210452,26.62482738494873
117,142.10185802016412,10.799999999999999,136.37888911791111,26.849031448364258
118,135.29180130734048,8.1,136.37602809210452,26.88139319419861
119,142.00842391559007,10.799999999999999,136.33347553554663,26.911763429641724
120,135.2807028959043,8.1,136.37602809210452,27.489079236984253
121,142.0201006918023,10.799999999999999,136.33347553554663,27.553276538848877
122,135.23959760299536,8.1,136.32789648812943,27.61623215675354
123,142.05110331835908,10.799999999999999,136.32789648812943,27.793169736862183
124,135.28568843485073,8.1,136.37602809210452,28.01653027534485
125,142.10130031393408,10.799999999999999,136.37602809210452,28.114749670028687
126,135.24957878154953,8.1,136.32789648812943,28.321629524230957
127,142.1372200679464,10.799999999999999,136.37602809210452,28.417844533920288
128,135.29617714303774,8.1,136.37602809210452,28.51547122001648
129,142.0964219001156,10.799999999999999,136.37888911791111,28.720540523529053
130,135.29113709711893,8.1,136.37602809210452,29.55212903022766
131,142.09577732821745,10.799999999999999,136.37602809210452,29.61645793914795
132,135.29105849068733,8.1,136.37602809210452,29.856536626815796
133,142.10162149836427,10.799999999999999,136.37888911791111,30.08020257949829
134,135.29428358271747,8.1,136.37888911791111,30.352904319763184
135,142.09257537077232,10.799999999999999,136.37602809210452,30.417073965072632
136,135.24848217952203,8.1,136.32789648812943,30.785194396972656
137,142.13829270217377,10.799999999999999,136.37602809210452,31.025118589401245
138,135.25429204948009,8.1,136.32789648812943,31.1218101978302
139,142.1325977709762,10.799999999999999,136.37602809210452,31.248963832855225
140,135.29559974898095,8.1,136.37602809210452,31.312381982803345
141,142.0970096437321,10.799999999999999,136.37888911791111,31.521408796310425
142,135.2937210351397,8.1,136.37888911791111,31.55247712135315
143,142.00639185919076,10.799999999999999,136.33347553554663,32.256855487823486
144,135.2804690794678,8.1,136.37602809210452,32.28939342498779
145,142.1065651865737,10.799999999999999,136.37602809210452,32.38419508934021
146,135.2923782802925,8.1,136.37602809210452,32.51284170150757
147,142.09451536418683,10.799999999999999,136.37602809210452,32.576595306396484
148,135.29090468477816,8.1,136.37602809210452,32.625486612319946
149,142.09601347259556,10.799999999999999,136.37602809210452,32.75349950790405
150,135.29359973800797,8.1,136.37888911791111,33.02505874633789
151,141.99501574117863,10.799999999999999,136.32789648812943,33.31191945075989
