,Distancia
247,147.29992188483044
248,147.27436963321193
249,147.29992188483044
250,147.29992188483044
251,147.29992188483044
252,147.29992188483044
253,147.27436963321193
254,147.29992188483044
255,147.29992188483044
256,147.29992188483044
257,147.29992188483044
258,147.29992188483044
259,147.27436963321193
260,147.27436963321193
261,147.29992188483044
262,147.29992188483044
263,147.3493670436391
264,147.29992188483044
265,147.29992188483044
266,147.27436963321193
267,147.27436963321193
268,147.29992188483044
269,147.29992188483044
270,147.27436963321193
271,147.27436963321193
272,147.3223229106043
273,147.27436963321193
274,147.29992188483044
275,147.3223229106043
276,147.29992188483044
277,147.3493670436391
278,147.27436963321193
279,147.3223229106043
280,147.27436963321193
281,147.3493670436391
282,147.3223229106043
283,147.3223229106043
284,147.3493670436391
285,147.3223229106043
286,147.3493670436391
287,147.3223229106043
288,147.3223229106043
289,147.3223229106043
290,147.27436963321193
291,147.27436963321193
292,147.3493670436391
293,147.3223229106043
294,147.3223229106043
295,147.3223229106043
296,147.27436963321193
297,147.3223229106043
298,147.3223229106043
299,147.3223229106043
300,147.27436963321193
301,147.27436963321193
302,147.3223229106043
303,147.3223229106043
304,147.3223229106043
305,147.3223229106043
306,147.3223229106043
307,147.3223229106043
308,147.3223229106043
309,147.3223229106043
310,147.27436963321193
311,147.3223229106043
312,147.3223229106043
313,147.27436963321193
314,147.27436963321193
315,147.3223229106043
316,147.3223229106043
317,147.3493670436391
318,147.3223229106043
319,147.3223229106043
320,147.3223229106043
321,147.27436963321193
322,147.3223229106043
323,147.3223229106043
324,147.3493670436391
325,147.27436963321193
326,147.3223229106043
327,147.3223229106043
328,147.3223229106043
329,147.3223229106043
330,147.3223229106043
331,147.3223229106043
332,147.3223229106043
333,147.3223229106043
334,147.3223229106043
335,147.3223229106043
336,147.3223229106043
337,147.3223229106043
338,147.3223229106043
339,147.3493670436391
340,147.3223229106043
341,147.3223229106043
342,147.3493670436391
343,147.27436963321193
344,147.3223229106043
345,147.3223229106043
346,147.3223229106043
347,147.3223229106043
348,147.27436963321193
349,147.3223229106043
350,147.3223229106043
351,147.27436963321193
352,147.3223229106043
353,147.3223229106043
354,147.3223229106043
355,147.27436963321193
356,147.3223229106043
357,147.3223229106043
358,147.3223229106043
359,147.3223229106043
360,147.3223229106043
361,147.3223229106043
362,147.3223229106043
363,147.3223229106043
364,147.3223229106043
365,147.3223229106043
366,147.3223229106043
367,147.3223229106043
368,147.3223229106043
369,147.27436963321193
370,147.3223229106043
371,147.3223229106043
372,147.3223229106043
373,147.3223229106043
374,147.3223229106043
375,147.3223229106043
376,147.3223229106043
377,147.3223229106043
378,147.3223229106043
379,147.3223229106043
380,147.3223229106043
381,147.3223229106043
382,147.3223229106043
383,147.3223229106043
384,147.3223229106043
385,147.3223229106043
386,147.3223229106043
387,147.3223229106043
388,147.27436963321193
389,147.3223229106043
390,147.3223229106043
391,147.3223229106043
392,147.3223229106043
393,147.27436963321193
394,147.3223229106043
395,147.3223229106043
396,147.3223229106043
397,147.3223229106043
398,147.3223229106043
399,147.3223229106043
400,147.3223229106043
401,147.3223229106043
402,147.3223229106043
403,147.3223229106043
404,147.3223229106043
405,147.3223229106043
406,147.3223229106043
407,147.3223229106043
408,147.3223229106043
409,147.3223229106043
410,147.3223229106043
411,147.3223229106043
412,147.3223229106043
413,147.3223229106043
414,147.3223229106043
415,147.3223229106043
416,147.3223229106043
417,147.3223229106043
418,147.3223229106043
419,147.3223229106043
420,147.3223229106043
421,147.3223229106043
422,147.3223229106043
423,147.3223229106043
424,147.3223229106043
425,147.3223229106043
426,147.3223229106043
427,147.3223229106043
428,147.3223229106043
429,147.3223229106043
430,147.3223229106043
431,147.3223229106043
432,147.3223229106043
433,147.3223229106043
434,147.3223229106043
435,147.3223229106043
436,147.3223229106043
437,147.3223229106043
438,147.3223229106043
439,147.3223229106043
440,147.3223229106043
441,147.3223229106043
442,147.3223229106043
443,147.3223229106043
444,147.3223229106043
445,147.3223229106043
446,147.3223229106043
447,147.3223229106043
448,147.3223229106043
449,147.3223229106043
450,147.3223229106043
451,147.3223229106043
452,147.3223229106043
453,147.3223229106043
454,147.3223229106043
455,147.3223229106043
456,147.3223229106043
457,147.3223229106043
458,147.3223229106043
459,146.876701216279
460,147.3223229106043
