,Distancia
0,147.8981512649463
1,147.8981512649463
2,147.8981512649463
3,147.8981512649463
4,147.8981512649463
5,147.84932705909947
6,147.8981512649463
7,147.8981512649463
8,147.8981512649463
9,147.33719575020496
10,147.33719575020496
11,147.33719575020496
12,147.33719575020496
13,146.82531516358924
14,146.29150197087233
15,145.75488215841636
16,144.75342938264862
17,145.22178582047164
18,145.22178582047164
19,144.68687034108194
20,144.17613571339288
21,144.08916893946298
22,143.5998495367837
23,143.6440771119267
24,143.57859430735542
25,143.57859430735542
26,143.5998495367837
27,143.57859430735542
28,143.57859430735542
29,143.57859430735542
30,143.5998495367837
31,143.57859430735542
32,143.57859430735542
33,143.57859430735542
34,143.57859430735542
35,144.08916893946298
36,144.13183119511163
37,144.1103102537646
38,143.57859430735542
39,144.08916893946298
40,144.08916893946298
41,143.5998495367837
42,143.57859430735542
43,143.57859430735542
44,143.57859430735542
45,144.1103102537646
46,143.5998495367837
47,144.08916893946298
48,144.1103102537646
49,143.57859430735542
50,143.57859430735542
51,143.57859430735542
52,143.5998495367837
53,143.57859430735542
54,143.57859430735542
55,143.57859430735542
56,143.5998495367837
57,143.5998495367837
58,144.1103102537646
59,143.57859430735542
60,143.57859430735542
61,143.57859430735542
62,143.57859430735542
63,143.57859430735542
64,143.5998495367837
65,143.57859430735542
66,144.13183119511163
67,143.57859430735542
68,143.55726859722597
69,143.55726859722597
70,143.5998495367837
71,143.57859430735542
72,143.57859430735542
73,144.13183119511163
74,143.5998495367837
75,143.5998495367837
76,143.57859430735542
77,143.6440771119267
78,144.1103102537646
79,143.62129834535529
80,143.6440771119267
81,143.57859430735542
82,143.57859430735542
83,143.62129834535529
84,143.57859430735542
85,143.57859430735542
86,143.57859430735542
87,143.5998495367837
88,143.5998495367837
89,143.5998495367837
90,143.6658403605046
91,143.6658403605046
92,143.6658403605046
93,143.6658403605046
94,143.6658403605046
95,143.6658403605046
96,143.6658403605046
97,143.6658403605046
98,143.6658403605046
99,143.6658403605046
100,143.6658403605046
101,143.6658403605046
102,143.6658403605046
103,143.6658403605046
104,143.6658403605046
105,143.6658403605046
106,144.17653985026126
107,144.17653985026126
108,143.22118560857797
109,143.73187614514194
110,143.71051271411298
111,143.71051271411298
112,143.26549518598085
113,143.30845827973434
114,143.8194600198721
115,143.8194600198721
116,143.33132768768422
117,143.37436306377512
118,142.88593009150122
119,143.3972050563561
120,143.41884581311206
121,142.95161309584793
122,142.95161309584793
123,142.95161309584793
124,143.4631273326448
125,143.48482240668366
126,143.97488928851462
127,143.5290945572445
128,143.5290945572445
129,143.5290945572445
130,144.0843066259792
131,144.0843066259792
132,144.0843066259792
133,144.0843066259792
134,144.0843066259792
135,144.59651486931426
136,144.59651486931426
137,144.59651486931426
138,145.15373806707703
139,145.15373806707703
140,145.15373806707703
141,145.15373806707703
142,145.15373806707703
143,145.66639955900274
144,145.66639955900274
145,145.66639955900274
146,145.66639955900274
147,145.71275330049397
148,145.71275330049397
149,145.71275330049397
150,145.71275330049397
151,145.71275330049397
152,145.71275330049397
153,146.15823056563207
154,145.71275330049397
155,146.22561602630478
156,146.22561602630478
157,146.22561602630478
158,146.22561602630478
159,146.22561602630478
160,146.22561602630478
161,146.22561602630478
162,146.22561602630478
163,146.22561602630478
164,146.22561602630478
165,146.22561602630478
166,146.22561602630478
167,146.73872957048624
168,146.78660920459336
169,146.78660920459336
170,146.73872957048624
171,146.73872957048624
172,146.78660920459336
173,146.78660920459336
174,146.78660920459336
175,146.78660920459336
176,146.78660920459336
177,146.78660920459336
178,146.78660920459336
179,146.78660920459336
180,146.78660920459336
181,146.78660920459336
182,146.78660920459336
183,146.78660920459336
184,146.78660920459336
185,146.78660920459336
186,146.78660920459336
187,146.78660920459336
188,146.78660920459336
189,146.78660920459336
190,146.78660920459336
191,146.78660920459336
192,146.78660920459336
193,146.78660920459336
194,146.78660920459336
195,146.78660920459336
196,147.29992188483044
197,146.78660920459336
198,146.78660920459336
199,146.78660920459336
200,147.29992188483044
201,147.29992188483044
202,146.78660920459336
203,147.29992188483044
204,147.29992188483044
205,146.78660920459336
206,146.78660920459336
207,147.29992188483044
208,146.78660920459336
209,146.78660920459336
210,146.78660920459336
211,147.29992188483044
212,147.29992188483044
213,146.78660920459336
214,146.78660920459336
215,147.29992188483044
216,147.29992188483044
217,146.78660920459336
218,146.78660920459336
219,146.78660920459336
220,147.29992188483044
221,146.78660920459336
222,147.27436963321193
223,147.29992188483044
224,147.29992188483044
225,147.29992188483044
226,147.29992188483044
227,147.29992188483044
228,147.29992188483044
229,147.27436963321193
230,147.27436963321193
231,147.29992188483044
232,146.76093218962265
233,147.29992188483044
234,147.29992188483044
235,147.29992188483044
236,147.27436963321193
237,146.78660920459336
238,147.29992188483044
239,147.29992188483044
240,147.29992188483044
241,147.29992188483044
242,147.27436963321193
243,147.29992188483044
244,147.29992188483044
245,147.29992188483044
246,147.29992188483044
